93 , 若鷺姫
94 , 弁弁
95 , 八橋
96 , 雷鼓
97 , 正邪
98 , 依姫
99 , 豊姫
100 , 鈴仙二號
101 , 朱鷺子
102 , 神綺
103 , 夢子
104 , 雪
105 , ​舞​
106 , 菫子
107 , 清蘭
108 , 鈴瑚
109 , 哆来咪
110 , 探女
111 , 皮絲
112 , 純狐
113 , 赫卡提亚
114 , 胡桃
115 , 艾麗
116 , 夢月
117 , 幻月
118 , 拉尔瓦
119 , 合歡乃
120 , 阿吽
121 , 成美
122 , 舞
123 , 里乃
124 , 隠岐奈
125 , 女苑
126 , 紫苑
127 , 瓔花
128 , 潤美
129 , 久侘歌
130 , 八千慧
131 , 磨弓
132 , 袿姫
133 , 早鬼
134 , 美宵
135 , 三花
136 , 高岭
137 , 駒草
138 , 魅須丸
139 , 典
140 , 龍
141 , 千亦
142 , 百百世
143 , 尤魔
144 , 影華扇
145 , 小兎姫
146 , 依莉斯
147 , 萨丽爱尔
148 , 萨拉
149 , 奥莲姬
150 , 矜羯罗
151 , 幽幻魔眼
152 , 菊理
153 , 美天
154 , 慧之子
155 , 血枪
156 , 日狭美
157 , 残無
158 , 瑞霊
159 , 先代
160 , 麟
161 , 路人子

;-------------------------------
;日语
;-------------------------------
0 , あなた
1 , 霊夢
2 , る～こと
3 , カナ
4 , 魅魔
5 , サニー
6 , ルナ
7 , スター
8 , ちゆり
9 , 夢美
10 , 萃香
11 , 魔理沙
12 , ルーミア
13 , 大妖精
14 , チルノ
15 , 咲夜
16 , レミリア
17 , アリス
18 , リリーＷ
19 , リリーＢ
20 , リリカ
21 , メルラン
22 , ルナサ
23 , 妖夢
24 , 橙
25 , 藍
26 , 紫
27 , リグル
28 , ミスティア
29 , 文
30 , 映姫
31 , 早苗
32 , 神奈子
33 , 諏訪子
34 , 天子
35 , 衣玖
36 , お燐
37 , お空
38 , こいし
39 , ナズーリン
40 , 小傘
41 , ぬえ
42 , はたて
43 , 華扇
44 , エレン
45 , 理香子
46 , 明羅
47 , 里香
48 , ルイズ
49 , さとり
50 , フラン
51 , にとり
52 , 鈴仙
53 , てゐ
54 , パチュリー
55 , 白蓮
56 , 神子
57 , こころ
58 , 美鈴
59 , 小悪魔
60 , パルスィ
61 , 妹紅
62 , 輝夜
63 , 影狼
64 , 勇儀
65 , 椛
66 , 幽々子
67 , 慧音
68 , 幽香
69 , マミゾウ
70 , 小鈴
71 , 針妙丸
72 , 永琳
73 , 蛮奇
74 , レティ
75 , メディスン
76 , 小町
77 , 静葉
78 , 穣子
79 , 雛
80 , 阿求
81 , 蓮子
82 , メリー
83 , キスメ
84 , ヤマメ
85 , 一輪
86 , ムラサ
87 , 星
88 , 響子
89 , 芳香
90 , 青娥
91 , 屠自古
92 , 布都
93 , わかさぎ姫
94 , 弁々
95 , 八橋
96 , 雷鼓
97 , 正邪
98 , 依姫
99 , 豊姫
100 , レイセン
101 , 朱鷺子
102 , 神綺
103 , 夢子
104 , ユキ
105 , マイ
106 , 菫子
107 , 清蘭
108 , 鈴瑚
109 , ドレミー
110 , サグメ
111 , クラウンピース
112 , 純狐
113 , ヘカーティア
114 , くるみ
115 , エリー
116 , 夢月
117 , 幻月
118 , ラルバ
119 , ネムノ
120 , あうん
121 , 成美
122 , 舞
123 , 里乃
124 , 隠岐奈
125 , 女苑
126 , 紫苑
127 , 瓔花
128 , 潤美
129 , 久侘歌
130 , 八千慧
131 , 磨弓
132 , 袿姫
133 , 早鬼
134 , 美宵
135 , ミケ
136 , たかね
137 , 駒草
138 , 魅須丸
139 , 典
140 , 龍
141 , 千亦
142 , 百々世
143 , 尤魔
144 , 影華扇
145 , 小兎姫
146 , エリス
147 , サリエル
148 , サラ
149 , オレンジ
150 , コンガラ
151 , ユウゲンマガン
152 , キクリ
153 , 美天
154 , 慧ノ子
155 , ちやり
156 , 日狭美
157 , 残無
158 , 瑞霊
161 , モブ子
;-------------------------------
;素材道具
;-------------------------------
600 , 普通的菌菇
601 , 毒菌菇
602 , 黏性菌菇
603 , 冬虫夏草
604 , 可疑菌菇
605 , 魔法菌菇
606 , 龍之爪
607 , 薬草
608 , 高級薬草
609 , 氷之鱗
610 , 木材
611 , 山菜
612 , 毒草
613 , 特薬草
614 , 彼岸花
615 , 雪霊草
616 , 山芋
617 , 姜黄
618 , 高麗人参
619 , 苦根
620 , 曼陀罗草
621 , 白色树脂
622 , 黄色树脂
623 , 香甜树脂
624 , 悪華乳液
625 , 竜血
626 , 木苺
627 , 蜂蜜
628 , 木通属
629 , 竹笋
630 , 仙桃
631 , 碎骨
632 , 石膏
633 , 滑石
634 , 竜骨
635 , 辰砂
;-------------------------------
;素材道具（汉）
;-------------------------------
600 , 普通的菌菇
601 , 毒菌菇
602 , 黏性菌菇
603 , 冬虫夏草
604 , 可疑菌菇
605 , 魔法菌菇
606 , 龙之爪
607 , 药草
608 , 高级药草
609 , 冰之鳞
610 , 木柴
611 , 山菜
612 , 毒草
613 , 特药草
614 , 彼岸花
615 , 雪灵草
616 , 山芋
617 , 姜黄
618 , 高丽人参
619 , 苦根
620 , 曼陀罗草
621 , 白色树脂
622 , 黄色树脂
623 , 香甜树脂
624 , 恶华乳液
625 , 竜血
626 , 木莓
626 , 树莓
627 , 蜂蜜
628 , 木通果
629 , 竹笋
630 , 仙桃
631 , 碎骨
632 , 石膏
633 , 滑石
634 , 竜骨
635 , 辰砂
;-------------------------------
;素材アイテム
;-------------------------------
600 , 普通のキノコ
601 , 毒キノコ
602 , ねばねばキノコ
603 , 冬虫夏草
604 , やばいキノコ
605 , 魔法のキノコ
606 , 龍の爪
607 , 薬草
608 , 上薬草
609 , 氷の鱗
610 , 木材
611 , 山菜
612 , 毒草
613 , 特薬草
614 , 彼岸花
615 , 雪の霊草
616 , 山芋
617 , ウコン
618 , 高麗人参
619 , 苦い根っこ
620 , マンドラゴラ
621 , 白い樹脂
622 , 黄色い樹脂
623 , 芳しい樹脂
624 , 悪華の乳液
625 , 竜血
626 , キイチゴ
627 , はちみつ
628 , アケビ
629 , たけのこ
630 , 仙桃
631 , 骨くず
632 , 石膏
633 , 滑石
634 , 竜骨
635 , 辰砂


;-----------
;校正字典
;-----------
101,饭团
102,寿司卷
103,河童卷
111,法式吐司
112,司康饼
113,三明治
114,汉堡
115,热狗
116,煎蛋吐司
117,玉米片
118,卡路里棒
119,爆米花
121,沙拉
122,蔬菜沙拉
122,野菜沙拉
123,凉拌菜
124,酱菜
125,米粉
126,墨西哥卷饼
127,奶酪番茄沙拉
131,煎蛋卷
132,煮鸡蛋
133,土豆炖肉
134,茶碗蒸
135,菜肉卷
136,肉菜汤
137,泡菜
138,酱烧蝗虫
139,蜂蛹
140,鱼干
141,煮毛豆
142,唐扬鸡
142,日式炸鸡
143,炸鸡
144,法兰克福香肠
145,竜田扬
146,炸青蛙
151,章鱼烧
152,可乐饼
153,肉包
154,饺子
155,烧麦
156,炸鱼
157,盐烤鱼
158,照烧鱼
159,煮鱼
160,蒲烧鱼
161,法式煎鱼柳
162,醋渍鱼
163,天妇罗
164,盐烤青蛙
165,炒青蛙
166,肉丸
171,烤红薯
172,炸薯条
173,黄油土豆
174,炸鱼＆薯条
181,味噌汤
182,汁粉
183,猪肉蔬菜味噌汤
184,玉米汤
184,玉米浓汤
185,杯面
191,竹轮
192,纳豆
193,豆腐
194,梅干
195,凉粉
196,煎饼
201,盛的满满的饭
202,鸡蛋拌饭
203,茶泡饭
204,竹笋饭
205,酱菜大碗饭
206,红豆饭
207,杂烩粥
208,猪排饭
209,牛肉饭
210,亲子盖饭
211,天妇罗饭
212,海鲜饭
213,寿司
214,鳗鱼饭
215,蛋包饭
216,炒饭
217,咖喱饭
218,芝士焗饭
219,咖喱鱼
220,青蛙咖喱
221,鱼糜寿司
231,荞麦面
232,乌冬面
233,素面
234,拉面
235,担担面
236,意大利面
237,炒面
238,中华冷面
238,中华凉面
241,鸡肉汆锅
242,寿喜烧
243,关东煮
244,泡菜锅
245,涮涮锅
246,芝士火锅
247,炖菜
248,罗宋汤
249,面包碗炖菜
250,芝士焗菜
251,蛇羹
261,披萨
262,御好烧
263,麻婆茄子
264,油淋鸡
265,中华溜菜
266,炒蔬菜
267,姜汁烧肉
268,牛扒
269,汉堡肉
270,儿童午餐
271,刺身
272,法式咸派
273,仰望星空派
281,鸸鹋肉
282,兴奋剂高汤
283,银吉兽料理
284,炖猪脚
285,炸鱼饼
286,炖牛肉
287,酒寿司
291,年节菜
292,七草汤
293,江户卷
293,惠方卷
294,跨年荞麦面
295,烤鸡
299,试煮
301,草莓蛋糕
302,巧克力蛋糕
303,薄烤饼
304,奶油蛋糕
305,派
306,水果挞
307,马卡龙
308,可丽饼
309,奶油泡芙
310,芭菲
311,布丁
312,果冻
313,青蛙布丁
314,酸奶
315,冰淇淋
316,曲奇
317,甜甜圈
318,苹果糖
319,馅蜜
320,蜂蜜蛋糕
321,团子
322,羊羹
323,大福
324,红豆面包
325,栗金团
326,杏仁豆腐
327,水果拼盘
328,珍珠奶茶
329,草莓豆腐
330,切好的西瓜
341,赏月团子
342,万圣节蛋糕
343,圣诞蛋糕
351,油炸跳蛋
352,高汤按摩棒风跳蛋
353,夹子用跳蛋握寿司
354,炖煮飞机杯用跳蛋
355,振动棒跳蛋冰淇淋
401,红白馒头
402,铀黄蛋糕
403,卡娜佩
404,幸运曲奇
405,单面煎蛋
406,静海之汤
407,京丸牡丹锅
408,水兵咖喱
409,特制草莓蛋糕
410,威士忌酒心巧克力
411,魔法炒蘑菇
412,暗之甜甜圈
413,花朵沙拉
414,刨冰
415,红魔馆午餐
416,鲜红的血汤
417,姜饼人
418,春天的赏花便当
419,春天的镇魂料理
420,香肠佐酸菜
421,香煎鳕鱼柳佐番茄辣酱
422,生洋葱沙拉
423,白玉蜜豆
423,蜜豆白玉
424,猫饭
425,稻荷寿司
426,海龟汤
427,蜂王浆
428,蒲烧八目鳗
429,炒坚果
429,混合坚果
430,地狱拉面（极辣）
431,释迦年糕
432,御柱棒
433,馒饼
434,天界水果芭菲
435,噼啪作响棉花糖
436,僵尸烧
437,核热烤牛排
438,苹果蔷薇果冻
438,苹果薔薇果冻
439,芝士蛋糕
440,魔芋妖怪
441,未确认飞行料理
442,公主甜点
443,中式包子
444,软绵绵棉花糖
446,两菜一汤本膳料理
447,灵魂蛋糕
448,魔界风红酒汁煎鸭胸
449,从心底萌发的幻想
450,蔓越莓陷阱
451,小黄瓜
452,狂气之赤红煎鸡蛋
453,红白脍
454,魔卡杯蛋糕
454,魔法纸杯蛋糕
455,素斋
456,酥酪
457,蜜意人形烧
458,彩色小笼包
459,恶魔饭团
460,烤年糕
461,日式鸡肉串
462,蓬莱冰棒玉枝
463,野味菜
464,牡丹火锅
465,枫叶馒头
466,樱饼
467,满月乌冬面
468,向日葵华夫饼
469,狸猫荞麦面
470,铃铛蛋糕
471,小人面包
472,超营养饮料
473,飞头馒头
474,雪人冰淇淋
475,铃兰团子
476,人魂棉花糖
477,红叶天妇罗
478,日式焗红薯
479,雏霰
480,求闻杂烩粥
481,营养效率辅助食品
482,桑葚面包
483,一桶茶碗蒸
484,虫子面包
485,入道棉花糖
486,深海料理
487,饿虎牛排
488,碗子荞麦面
489,盐辛纳豆
490,皮蛋
491,雷粔籹
492,可食用餐盘
493,人鱼芭菲
494,枇杷果冻
495,京八桥
496,太鼓烧
497,逆汉堡
498,星型金平糖
499,海幸山幸
500,胡萝卜炒蛋
501,水果三明治
502,魔界风菌菜烘蛋
503,魔界风炖肉
504,火锅・Esoteria
505,维纳・咖啡
506,灵异珠糖球
507,草莓团子
508,铃瑚印的团子
509,谜之梦魂果子
510,神秘果果冻
511,阿比斯汉堡
512,月饼
513,三色地狱肉松盖饭
517,恶魔风味鸡肉
518,花蜜果冻
519,山之乡土料理
520,犬饭
521,地藏烧
522,七夕奶油汤面
523,醋腌忘情茗荷
524,秘神火腿
525,日式意餐
526,炒豆芽
527,巴别塔薄饼
528,活造刺身
529,雏鸟馒头
530,鱼翅汤
531,哈尼肉包子
532,偶像制作的工艺点心
533,鬼形圆松饼
534,鲵吞亭秘传炖菜
535,小判烧
536,绿色沙拉
537,槟榔花炒肉
538,勾玉曲奇
539,狐狸米饭
540,大天狗的麦饭
541,彩虹小馅饼
542,龙脊牛排
543,刚欲兽神的晚餐
544,红烧熊掌
545,精致装饰过的寿司
546,巧克力带来死亡
547,天使蛋糕
548,萨拉沙拉
549,冰冻柑橘果子露
550,剑鱼鱼排
551,油炸恶魔眼
552,春之菊
553,中式炸土豆条
553,中式炸薯条
554,肉干
555,血肠
556,葡萄叶寿司
557,纯灵团子
558,河豚皮肝拌饭
560,圣餐饼
;-----------
;蛇版字典
;-----------
101,飯団
102,寿司卷
103,河童卷
111,法式吐司
112,司康餅
113,三明治
114,漢堡
115,热狗
116,煎蛋吐司
117,玉米片
118,卡路里棒
119,爆米花
121,沙拉
122,野菜沙拉
123,涼拌菜
124,漬物
125,米粉
126,墨西哥巻餅
127,奶酪番茄沙拉
131,煎蛋巻
132,煮鸡蛋
133,土豆炖肉
134,茶碗蒸
135,菜肉卷
136,肉菜汤
137,泡菜
138,水煮蝗虫
139,蜂幼虫
140,鱼干
141,煮毛豆
142,唐揚鸡
143,炸鸡
144,法兰克福香肠
145,竜田揚
146,炸青蛙
151,章魚焼
152,炸丸子
153,肉包
154,餃子
155,焼麥
156,炸鱼
157,盐烤鱼
158,照焼鱼
159,煮鱼
160,烤鳗
161,文也鱼
162,醋浸鱼
163,天麩羅
164,盐烤青蛙
165,炒青蛙
166,肉丸
171,烤番薯
172,炸薯条
173,黄油土豆
174,炸魚＆薯條
181,味噌汤
182,汁粉
183,猪肉蔬菜味噌汤
184,玉米汤
185,杯麺
191,竹輪
192,納豆
193,豆腐
194,梅干
195,葛切
196,煎餅
201,盛的滿滿的飯
202,蛋澆飯
203,茶泡饭
204,竹筍飯
205,漬物大碗飯
206,红豆饭
207,雑燴粥
208,猪排饭
209,牛肉饭
210,親子盖饭
211,炸鱼饭
212,海鮮饭
213,寿司
214,鳗鱼饭
215,蛋包饭
216,炒饭
217,咖喱饭
218,芝士焗飯
219,咖喱鱼
220,青蛙咖喱
221,壽司糖
231,荞麦麺
232,乌冬麺
233,素麺
234,拉麺
235,担担麺
236,意大利麺
237,炒麺
238,中華冷麵
241,鸡肉汆锅
242,寿喜烧
243,关东煮
244,千原锅
245,涮涮锅
246,芝士火锅
247,燉菜
248,罗宋汤
249,面包碗燉菜
250,芝士焗菜
251,蛇羹
261,披萨
262,御好烧
263,麻婆茄子
264,油淋鶏
265,中華溜菜
266,炒蔬菜
267,姜汁焼肉
268,牛扒
269,漢堡肉
270,儿童午餐
271,刺身
272,法式鹹派
273,仰望星空派
281,澳洲鴕鳥肉
282,興奮劑高湯
283,银吉獣料理
284,炖猪脚
285,炸鱼饼
286,炖牛肉
287,酒寿司
291,年节菜
292,七草汤
293,江户卷
294,跨年荞麦麺
295,烤鸡
299,试煮
301,小蛋糕
302,巧克力蛋糕
303,薄烤饼
304,奶油蛋糕
305,派
306,水果小馅饼
307,馬卡龍
308,可丽饼
309,奶油泡芙
310,芭菲
311,布丁
312,果凍
313,青蛙布丁
314,酸奶
315,冰淇淋
316,曲奇
317,甜甜圈
318,苹果糖
319,餡蜜
320,蜂蜜蛋糕
321,団子
322,羊羹
323,大福
324,豆沙蒸馒头
325,栗金団
326,杏仁豆腐
327,水果拼盘
328,珍珠奶茶
329,草莓豆腐
330,切好的西瓜
341,赏月団子
342,万圣节蛋糕
343,圣诞蛋糕
351,油炸跳蛋
352,电动按摩风跳蛋湯引
353,夹子用跳蛋握手
354,飛機杯剪裁跳蛋水煮
355,振動棒跳蛋冰淇淋
401,红白馒头
402,鈾黄蛋糕
403,卡娜佩
404,幸運曲奇
405,单面煎蛋
406,宁静的海之汤
407,京丸牡丹鍋
408,水兵咖喱
409,特制草莓蛋糕
410,威士忌酒心巧克力
411,魔法炒蘑菇
412,暗之甜甜圈
413,花朵沙拉
414,刨冰
415,红魔馆午餐
416,鲜红的血汤
417,姜饼人
418,春天的赏花便当
419,春天的镇魂料理
420,香肠佐酸菜
421,香煎鳕鱼柳佐番茄辣酱
422,生洋蔥沙拉
423,蜜豆白玉
424,猫饭
425,稻荷寿司
426,海龟汤
427,蜂王浆
428,烤七鳃鳗
429,炒堅果
430,地獄拉麺（極辣）
431,释迦年糕
432,御柱棒
433,馒饼
434,天界水果芭菲
435,噼啪作响棉花糖
436,烤腐肉
437,核热烤牛排
438,蘋果薔薇果凍
439,芝士蛋糕
440,魔芋妖怪
441,未確認飛行料理
442,公主甜点
443,中華饅
444,软绵绵棉花糖
444,软绵绵綿菓子
446,两菜一汤本膳料理
447,灵魂蛋糕
448,魔界风红酒汁煎鸭胸
449,从心底萌发的幻想
450,蔓越莓陷阱
451,小黄瓜
452,狂气之赤红煎鸡蛋
453,紅白膾
454,魔卡杯蛋糕
455,素齋
456,蘇
457,蜜意人形烧
458,彩色小籠包
459,恶魔饭团
460,烤年糕
461,日式鸡肉串
462,蓬莱冰棒玉枝
463,野味菜
464,牡丹火鍋
465,枫叶馒头
466,桜餅
467,满月乌冬面
468,向日葵华夫饼
469,狸猫荞麦面
470,铃铛蛋糕
471,小人面包
472,超营养饮料
473,飞头馒头
474,雪人冰淇淋
475,鈴蘭団子
476,人之魂
477,红叶天妇罗
478,日式烤红薯
479,雏霰
480,求聞雑燴粥
481,营养效率辅助食品
482,桑葚面包
483,一桶茶碗蒸
484,虫子面包
485,入道棉花糖
486,深海料理
487,餓虎牛排
488,碗子荞麦面
489,塩辛納豆
490,皮蛋
491,雷粔籹
492,可食用餐盤
493,人鱼芭菲
494,枇杷果冻
495,京八桥
496,太鼓烧
497,逆汉堡
498,星型金平糖
499,海幸山幸
500,胡萝卜炒蛋
501,水果三明治
502,魔界风菌菜烘蛋
503,魔界風炖肉
504,火鍋・Esoteria
505,維納・咖啡
506,靈異珠糖球
507,草莓汤圆
508,鈴瑚印の団子
509,謎の夢魂菓子
510,神秘果果凍
511,阿比斯汉堡
512,月餅
513,三色地狱肉松盖饭
517,悪魔風味雞肉
518,花蜜果冻
519,山の郷土料理
520,犬饭
521,地藏年糕
522,七夕奶油汤面
523,醋腌忘情茗荷
524,秘神火腿
525,意飯
526,炒豆芽
527,巴别塔薄饼
528,活花枝生魚片
529,雏鸟馒头
530,魚翅湯
531,哈尼肉包子
532,偶像制作的工艺点心
533,鬼形圆松饼
534,鲵吞亭秘传炖菜
535,小判烧
536,绿色沙拉
537,檳榔花炒肉
538,勾玉曲奇
539,狐狸米饭
540,大天狗の麦飯
541,彩虹小馅饼
542,龙脊牛排
543,刚欲兽神的晚餐
544,红烧熊掌
545,精致装饰过的寿司
546,巧克力带来死亡
547,天使蛋糕
548,萨拉沙拉
549,冰冻柑橘果子露
550,剑鱼鱼排
551,油炸恶魔眼
552,春之菊
;553,炸薯条
554,肉干
555,血肠
556,葡萄叶寿司
557,纯灵团子
558,河豚皮肝拌饭
560,圣餐饼
;-----------
;原版字典
;-----------
101,おにぎり
102,のり巻き
103,かっぱ巻き
111,フレンチトースト
112,スコーン
113,サンドイッチ
114,ハンバーガー
115,ホットドッグ
116,ラピュタパン
117,コーンフレーク
118,カロリーバー
119,ポップコーン
121,サラダ
122,山菜サラダ
123,おひたし
124,漬物
125,ビーフン
126,タコス
127,モッツァレラチーズとトマトのサラダ
131,オムレツ
132,ゆでたまご
133,肉じゃが
134,茶碗蒸し
135,ロールキャベツ
136,ポトフ
137,キムチ
138,イナゴの佃煮
139,蜂の子
140,干物
141,茹でた枝豆
142,からあげ
143,フライドチキン
144,フランクフルト
145,竜田揚げ
146,カエルのから揚げ
151,たこ焼き
152,コロッケ
153,肉まん
154,餃子
155,シウマイ
156,フライ
157,塩焼き
158,照り焼き
159,煮付け
160,蒲焼き
161,ムニエル
162,マリネ
163,天ぷら
164,カエルの塩焼き
165,カエルのソテー
166,ミートボール
171,焼きいも
172,フライドポテト
173,じゃがバター
174,フィッシュ＆チップス
181,味噌汁
182,おしるこ
183,豚汁
184,コーンスープ
185,カップ麺
191,ちくわ
192,納豆
193,豆腐
194,梅干し
195,葛切り
196,煎餅
201,やまもりごはん
202,卵かけご飯
203,お茶漬け
204,たけのこごはん
205,漬物に大盛り飯
206,赤飯
207,雑炊
208,カツ丼
209,牛丼
210,親子丼
211,天丼
212,海鮮丼
213,寿司
214,うな重
215,オムライス
216,チャーハン
217,カレーライス
218,ドリア
219,フィッシュカレー
220,カエルカレー
221,粉末成形スシ
231,そば
232,うどん
233,そうめん
234,ラーメン
235,担々麺
236,スパゲッティ
237,焼きそば
238,冷やし中華
241,水炊き
242,すき焼き
243,おでん
244,チゲ鍋
245,しゃぶしゃぶ
246,チーズフォンデュ
247,シチュー
248,ボルシチ
249,ブレッドボウルシチュー
250,グラタン
251,蛇羹
261,ピザ
262,お好み焼き
263,麻婆茄子
264,油淋鶏
265,中華あんかけ
266,野菜炒め
267,生姜焼き
268,ステーキ
269,ハンバーグ
270,お子様ランチ
271,刺身
272,キッシュ
273,スターゲイジーパイ
281,義大莉而鳥苗鳥肉
282,ドーピングコンソメスープ
283,ギンギー料理
284,豚足煮込み
285,つけ揚げ
286,ビーフシチュー
287,酒寿司
291,おせち料理
292,七草粥
293,恵方巻
294,年越し蕎麦
295,ローストチキン
299,テスト料理
301,ショートケーキ
302,チョコレートケーキ
303,ホットケーキ
304,パウンドケーキ
305,パイ
306,タルト
307,マカロン
308,クレープ
309,シュークリーム
310,パフェ
311,プリン
312,ゼリー
313,カエルプリン
314,ヨーグルト
315,アイスクリーム
316,クッキー
317,ドーナツ
318,りんご飴
319,あんみつ
320,カステラ
321,団子
322,羊羹
323,大福
324,まんじゅう
325,栗きんとん
326,杏仁豆腐
327,フルーツ盛り合わせ
328,タピオカミルクティー
329,いちごとうふ
330,カットスイカ
341,月見団子
342,ハロウィンケーキ
343,クリスマスケーキ
351,揚げローター
352,Eマッサージャ風ローターの湯引き
353,クリキャップ用ローターの握り
354,オナホール仕立てのローター煮込み
355,バイブライクローターアイス
401,紅白まんじゅう
402,イエローケーキ
403,カナッペ
404,フォーチュンクッキー
405,サニーサイドアップ
406,静かの海スープ
407,京丸牡丹鍋
408,水兵カレー
409,イチゴスペシャル
410,ウイスキー入りチョコレート
411,魔法のキノコソテー
412,闇ドーナツ
413,エディブルフラワーのサラダ
414,かき氷
415,紅魔ランチ
416,真紅のブラッドスープ
417,ジンジャーブレッドマン
418,春のお花見弁当
419,春の鎮魂料理
420,ソーセージのザワークラウト
421,メルランソテーアラソースピメンタ
422,生たまねぎサラダ
423,白玉みつまめ
424,猫まんま
425,お稲荷さん
426,ウミガメのスープ
427,ローヤルゼリー
428,ヤツメウナギの蒲焼き
429,ミックスナッツ
430,地獄ラーメン（極辛）
431,やしょうま
432,オンバシラスティック
433,のたもち
434,天界フルーツパフェ
435,わたパチ
436,ゾンビ焼き
437,核熱メルトダウンステーキ
438,りんごの薔薇ゼリー
439,チーズケーキ
440,お化けこんにゃく
441,未確認飛行料理
442,プリンセスデザート
443,中華まん
444,ふわふわ綿菓子
446,一汁二菜本膳料理
447,ばけばケーキ
448,魔界風鴨胸肉のワインソースソテー
449,ハートフェルトファンシー
